description,price,condo_fee,bedrooms,bathrooms,total_area_m2,vacancies,address,link
Apartamento 2 quartos em Copacabana,2300000,1600,3,2,272,1,"Rua Paula Freitas, Copacabana",/imovel/venda-apartamento-3-quartos-com-ar-condicionado-copacabana-zona-sul-rio-de-janeiro-rj-272m2-id-2561436931/
"Apartamento para Venda em Rio de Janeiro, Freguesia (Jacarepaguá), 2 dormitórios, 1 suíte, 2 banheir",365000,730,2,2,90,1,"Rua Mamoré, Freguesia- Jacarepaguá",/imovel/venda-apartamento-2-quartos-com-academia-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-90m2-id-2594469997/
Apartamento em Avenida Geremário Dantas - Pechincha - Rio de Janeiro/RJ,289250,540,2,2,70,1,"Avenida Geremário Dantas, Pechincha",/imovel/venda-apartamento-2-quartos-com-churrasqueira-pechincha-zona-oeste-rio-de-janeiro-rj-70m2-id-2625735259/
"Cobertura com 4 dormitórios à venda, 174 m² por R$ 3.250.000,00 - Lagoa - Rio de Janeiro/RJ",3250000,1500,4,4,174,2,"Avenida Alexandre Ferreira, Lagoa",/imovel/venda-cobertura-4-quartos-com-ar-condicionado-lagoa-zona-sul-rio-de-janeiro-rj-174m2-id-2640256243/
Apartamento em Rua Pereira da Silva - Laranjeiras - Rio de Janeiro/RJ,1229610,1385,3,3,90,1,"Rua Pereira da Silva, Laranjeiras",/imovel/venda-apartamento-3-quartos-com-piscina-laranjeiras-zona-sul-rio-de-janeiro-rj-90m2-id-2631110755/
Apartamento Excelente - Sala - 2 Quartos - Móveis Planejados - Vaga Garagem - Elevadores - Salão de,198000,647,2,1,41,1,"Travessa Paraná, Piedade",/imovel/venda-apartamento-2-quartos-com-cozinha-piedade-zona-norte-rio-de-janeiro-rj-41m2-id-2622186317/
Apartamento em Praia do Flamengo - Flamengo - Rio de Janeiro/RJ,1499410,996,3,2,108,2,"Praia do Flamengo, Flamengo",/imovel/venda-apartamento-3-quartos-flamengo-zona-sul-rio-de-janeiro-rj-108m2-id-2630571768/
Cobertura c/Área Gourmet 4 qts c/suítes Sol da Manhã Vista Livre Pechincha,420000,686,4,4,142,1,"Rua Maenca, Pechincha",/imovel/venda-apartamento-4-quartos-com-piscina-pechincha-zona-oeste-rio-de-janeiro-rj-142m2-id-2593043964/
"Sala à venda, 35 m² por R$ 150.000 - Freguesia (Jacarepaguá) - Rio de Janeiro/RJ",150000,450,0,1,35,0,"Estrada de Jacarepaguá, Freguesia- Jacarepaguá",/imovel/venda-loja-salao-com-patio-estacionamento-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-35m2-id-2577347274/
Rio de Janeiro - Apartamento Padrão - Copacabana,2000000,2700,4,3,277,1,"Rua Souza Lima, Copacabana",/imovel/venda-apartamento-4-quartos-copacabana-zona-sul-rio-de-janeiro-rj-277m2-id-2527744777/
Dias da Cruz - Méier/RJ,170000,695,0,1,27,0,"Rua Dias da Cruz, Méier",/imovel/venda-conjunto-comercial-sala-com-interfone-meier-zona-norte-rio-de-janeiro-rj-27m2-id-2640258490/
"Apartamento à Venda - Cachambi, 2 Quartos, 62 m2",240000,670,2,1,62,1,"Rua Álvares Cabral, Cachambi",/imovel/venda-apartamento-2-quartos-com-churrasqueira-cachambi-zona-norte-rio-de-janeiro-rj-62m2-id-2600109775/
"Apartamento com 2 quartos à venda, 54 m² por R$ 313.500 - Vila Isabel - Rio de Janeiro/RJ",313500,360,2,2,54,0,"Rua Teodoro da Silva, Vila Isabel",/imovel/venda-apartamento-2-quartos-com-cozinha-vila-isabel-zona-norte-rio-de-janeiro-rj-54m2-id-2640248510/
"Apartamento com 3 quartos à venda, 65 m² por R$ 380.000 - Tijuca - Rio de Janeiro/RJ",380000,350,3,1,65,0,"Rua Maria Amália, Tijuca",/imovel/venda-apartamento-3-quartos-com-ar-condicionado-tijuca-zona-norte-rio-de-janeiro-rj-65m2-id-2598009939/
"Casa com 5 dormitórios à venda, 284 m² por R$ 560.000,00 - Campo Grande - Rio de Janeiro/RJ",560000,15,5,4,284,2,"Estrada do Tingui, Campo Grande",/imovel/venda-casa-5-quartos-com-cozinha-campo-grande-zona-oeste-rio-de-janeiro-rj-284m2-id-2640257933/
"Apartamento com 2 dormitórios à venda, 67 m² por R$ 420.000,00 - Taquara - Rio de Janeiro/RJ",420000,0,2,2,67,1,Taquara,/imovel/venda-apartamento-2-quartos-taquara-zona-oeste-rio-de-janeiro-rj-67m2-id-2630844254/
"Cobertura com 3 dormitórios à venda, 350 m² por R$ 971.000,00 - Recreio dos Bandeirantes - Rio de Ja",971000,1200,3,3,350,2,"Rua Leiloeiro Ernani Mello, Recreio Dos Bandeirantes",/imovel/venda-cobertura-3-quartos-com-churrasqueira-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-350m2-id-2624456744/
Apartamento para venda com 3 quartos no melhor ponto da Tijuca - Rio de Janeiro-RJ,700000,1000,3,3,116,1,"Rua Uruguai, Tijuca",/imovel/venda-apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-rj-116m2-id-2625988607/
Apartamento para venda na Taquara,225000,587,2,1,52,1,"Estrada Rodrigues Caldas, Taquara",/imovel/venda-apartamento-2-quartos-mobiliado-taquara-zona-oeste-rio-de-janeiro-rj-52m2-id-2565473131/
Apartamento na Rua Moranga em Campo Grande documentação grátis,150000,280,2,1,50,1,"Rua Moranga, Inhoaíba",/imovel/venda-apartamento-2-quartos-inhoaiba-zona-oeste-rio-de-janeiro-rj-50m2-id-2558214636/
COBERTURA DUPLEX 3 QUARTOS - 120m² - TAQUARA,450000,,3,3,120,1,"Estrada do Rio Grande, Taquara",/imovel/venda-apartamento-3-quartos-com-varanda-taquara-zona-oeste-rio-de-janeiro-rj-120m2-id-2597000327/
"Aires Saldanha 4 Quartos (Sendo 2 Suítes), Totalmente Reformado, 238m², Vaga.",2500000,1300,4,5,238,1,"Rua Aires Saldanha, Copacabana",/imovel/venda-apartamento-4-quartos-com-ar-condicionado-copacabana-zona-sul-rio-de-janeiro-rj-238m2-id-2637864479/
Apartamento em Rua Piauí - Cachambi - Rio de Janeiro/RJ,408360,500,2,2,58,1,"Rua Piauí, Cachambi",/imovel/venda-apartamento-2-quartos-com-piscina-cachambi-zona-norte-rio-de-janeiro-rj-58m2-id-2629072875/
EXCELENTE 4 QUARTOS COM SUÍTE E 3 VAGAS NA TIJUCA!,890000,1400,4,2,150,3,"Rua Dezoito de Outubro, Tijuca",/imovel/venda-apartamento-4-quartos-com-ar-condicionado-tijuca-zona-norte-rio-de-janeiro-rj-150m2-id-2566936457/
"Casa à venda, 90 m² por R$ 530.000,00 - Marechal Hermes - Rio de Janeiro/RJ",530000,0,3,2,90,0,"Rua Azulão, Marechal Hermes",/imovel/venda-casa-de-condominio-3-quartos-com-churrasqueira-marechal-hermes-zona-norte-rio-de-janeiro-rj-90m2-id-2640418274/
Apartamento em Avenida Bartolomeu Mitre - Leblon - Rio de Janeiro/RJ,1499650,1900,1,1,57,1,"Avenida Bartolomeu Mitre, Leblon",/imovel/venda-apartamento-1-quarto-com-piscina-leblon-zona-sul-rio-de-janeiro-rj-57m2-id-2629072326/
Apartamento em Rua Silvia Pozzano - Recreio dos Bandeirantes - Rio de Janeiro/RJ,539010,1200,2,2,74,2,"Rua Silvia Pozzano, Recreio Dos Bandeirantes",/imovel/venda-apartamento-2-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-74m2-id-2628947648/
Apartamento-À VENDA-Humaitá-Rio de Janeiro-RJ,800000,1040,1,1,65,1,"Rua Desembargador Burle, Humaitá",/imovel/venda-apartamento-1-quarto-mobiliado-humaita-zona-sul-rio-de-janeiro-rj-65m2-id-2615437165/
Apartamento em Avenida das Américas - Recreio dos Bandeirantes - Rio de Janeiro/RJ,729040,1150,3,2,99,2,"Avenida das Américas, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-com-piscina-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-99m2-id-2629082969/
Apartamento em Rua General Artigas - Leblon - Rio de Janeiro/RJ,5299060,6000,4,4,180,2,"Rua General Artigas, Leblon",/imovel/venda-apartamento-4-quartos-com-playground-leblon-zona-sul-rio-de-janeiro-rj-180m2-id-2620585730/
Apartamento para venda com 77 metros quadrados com 3 quartos em Pilares - Rio de Janeiro - RJ,525000,0,3,3,77,2,"Avenida Dom Hélder Câmara, Pilares",/imovel/venda-apartamento-3-quartos-pilares-zona-norte-rio-de-janeiro-rj-77m2-id-2566419999/
"Casa em Condomínio à venda, 3 quartos, 1 suíte, 1 vaga, Taquara - RIO DE JANEIRO/RJ",515000,0,3,4,156,1,"Estrada de São Gonçalo, Taquara",/imovel/venda-casa-de-condominio-3-quartos-com-varanda-taquara-zona-oeste-rio-de-janeiro-rj-156m2-id-2569007257/
Cobertura-À VENDA-Cachambi-Rio de Janeiro-RJ,720000,600,2,2,140,2,"Rua Honório, Cachambi",/imovel/venda-cobertura-2-quartos-com-piscina-cachambi-zona-norte-rio-de-janeiro-rj-140m2-id-2633505113/
Apartamento à venda em Copacabana 3 quartos - 2838,1799000,1301,3,2,160,1,"Rua Raimundo Correia, Copacabana",/imovel/venda-apartamento-3-quartos-copacabana-zona-sul-rio-de-janeiro-rj-160m2-id-2591490412/
Apartamento 3 quartos All Suites ao lado do metrô Botafogo use seu FGTS,1580000,1080,3,4,109,1,"Rua Voluntários da Pátria, Botafogo",/imovel/venda-apartamento-3-quartos-com-piscina-botafogo-zona-sul-rio-de-janeiro-rj-109m2-id-2554379134/
Apartamento em Avenida Emile Roux - Taquara - Rio de Janeiro/RJ,334050,350,2,2,64,1,"Avenida Emile Roux, Taquara",/imovel/venda-apartamento-2-quartos-com-churrasqueira-taquara-zona-oeste-rio-de-janeiro-rj-64m2-id-2632196430/
Cód.: 274 - Riserva Golf - Barra da Tijuca - Rio de Janeiro,5061892,4100,4,6,267,1,"Avenida Ermanno Dallari, Barra da Tijuca",/imovel/venda-apartamento-4-quartos-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-267m2-id-2618331152/
"Apartamento,3 quartos ,Pontal Oceânico,Recreio dos Bandeirantes",579880,1225,3,2,83,1,"Rua Luiz Carlos Sarolli, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-com-varanda-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-83m2-id-2637857185/
Apartamento em Rua Santo Afonso - Tijuca - Rio de Janeiro/RJ,649060,850,3,1,85,1,"Rua Santo Afonso, Tijuca",/imovel/venda-apartamento-3-quartos-tijuca-zona-norte-rio-de-janeiro-rj-85m2-id-2635383961/
Apartamento em Rua Lópes da Cruz - Méier - Rio de Janeiro/RJ,394890,350,2,2,58,1,"Rua Lópes da Cruz, Méier",/imovel/venda-apartamento-2-quartos-com-elevador-meier-zona-norte-rio-de-janeiro-rj-58m2-id-2618194498/
"Apartamento à Venda - Freguesia , 2 Quartos, 82 m2",430000,903,2,3,82,1,"Travessa Teodomiro Pereira, Freguesia",/imovel/venda-apartamento-2-quartos-freguesia-rio-de-janeiro-rj-82m2-id-2634342589/
Apartamento para venda com 53 metros quadrados com 2 quartos em Tomás Coelho - Rio de Janeiro - RJ,196100,0,2,1,53,0,"Rua Moacir de Almeida, Tomás Coelho",/imovel/venda-apartamento-2-quartos-tomas-coelho-zona-norte-rio-de-janeiro-rj-53m2-id-2628530562/
Apartamento em Avenida Lúcio Costa - Barra da Tijuca - Rio de Janeiro/RJ,1149090,1200,2,3,82,1,"Avenida Lúcio Costa, Barra da Tijuca",/imovel/venda-apartamento-2-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-82m2-id-2625731891/
Apartamento-À VENDA-Grajaú-Rio de Janeiro-RJ,476000,760,3,2,72,1,"Rua Castro Barbosa, Grajaú",/imovel/venda-apartamento-3-quartos-com-piscina-grajau-zona-norte-rio-de-janeiro-rj-72m2-id-2638427603/
Apartamento de 3 quartos em Copacabana,850000,1026,3,3,79,0,"Rua Barata Ribeiro, Copacabana",/imovel/venda-apartamento-3-quartos-com-interfone-copacabana-zona-sul-rio-de-janeiro-rj-79m2-id-2640508188/
Apartamento-À VENDA-Copacabana-Rio de Janeiro-RJ,1800000,2200,3,3,180,1,"Rua Bolivar, Copacabana",/imovel/venda-apartamento-3-quartos-copacabana-zona-sul-rio-de-janeiro-rj-180m2-id-2541940708/
"Apartamento à venda, 3 quartos, 1 vaga, Copacabana - RIO DE JANEIRO/RJ",1600000,900,3,2,130,1,"Rua Barata Ribeiro, Copacabana",/imovel/venda-apartamento-3-quartos-copacabana-zona-sul-rio-de-janeiro-rj-130m2-id-2637863420/
"Apartamento à venda, 3 quartos, 1 suíte, 1 vaga, Méier - RIO DE JANEIRO/RJ",530000,955,3,3,108,1,"Rua Fábio Luz, Méier",/imovel/venda-apartamento-3-quartos-com-piscina-meier-zona-norte-rio-de-janeiro-rj-108m2-id-2610784377/
Casa de rua-À VENDA-Botafogo-Rio de Janeiro-RJ,3150000,,4,2,250,0,"Rua Visconde de Caravelas, Botafogo",/imovel/venda-casa-4-quartos-com-cozinha-botafogo-zona-sul-rio-de-janeiro-rj-250m2-id-2626508860/
Sala comercial em Estrada dos Três Rios - Freguesia (Jacarepaguá) - Rio de Janeiro/RJ,94640,590,0,1,24,1,"Estrada dos Três Rios, Freguesia- Jacarepaguá",/imovel/venda-conjunto-comercial-sala-com-elevador-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-rj-24m2-id-2639231869/
Comercial/Industrial de 111 metros quadrados no bairro Portuguesa com 8 quartos,450000,1,8,4,111,1,"Rua Waldir Pereira Nascimento, Portuguesa",/imovel/venda-predio-8-quartos-portuguesa-ilha-do-governador-rio-de-janeiro-rj-111m2-id-2427793186/
VOLUNTÁRIOS DA PÁTRIA - Cobal - Ampla oferta transporte público (ônibus e integração metrô) - Conjug,400000,500,1,1,30,0,"Rua Voluntários da Pátria, Botafogo",/imovel/venda-apartamento-1-quarto-botafogo-zona-sul-rio-de-janeiro-rj-30m2-id-2620432877/
Cobertura para venda com 235 metros Jardim Oceanico com 3 quartos Rio de Janeiro - RJ,2300000,1940,3,3,235,2,"Rua General Ivan Raposo, Jardim Oceanico",/imovel/venda-cobertura-3-quartos-jardim-oceanico-zona-sul-rio-de-janeiro-rj-235m2-id-2521218580/
Apartamento em Rua Padre Achotegui - Leblon - Rio de Janeiro/RJ,1679010,1320,3,2,84,1,"Rua Padre Achotegui, Leblon",/imovel/venda-apartamento-3-quartos-com-ar-condicionado-leblon-zona-sul-rio-de-janeiro-rj-84m2-id-2619840970/
"Apartamento Leblon com 2 dormitórios à venda, 80 m² por R$ 2.500.000 - Leblon - Rio de Janeiro/RJ",2500000,1300,2,3,80,1,Leblon,/imovel/venda-apartamento-2-quartos-com-cozinha-leblon-zona-sul-rio-de-janeiro-rj-80m2-id-2573704191/
Apartamento para venda com 54 metros quadrados com 1 quarto em Copacabana - Rio de Janeiro - RJ,620000,860,1,1,41,0,"Rua Almirante Gonçalves, Copacabana",/imovel/venda-apartamento-1-quarto-copacabana-zona-sul-rio-de-janeiro-rj-41m2-id-2625510238/
"Apartamento com 4 dormitórios à venda, 234 m² por R$ 3.200.000 - Barra da Tijuca - Rio de Janeiro/RJ",3200000,3900,4,6,234,3,"Rua Colbert Coelho, Barra da Tijuca",/imovel/venda-apartamento-4-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-234m2-id-2623844868/
RIO DE JANEIRO - Conjunto Comercial/Sala - COPACABANA,250000,570,0,1,25,0,"Avenida Nossa Senhora de Copacabana, Copacabana",/imovel/venda-conjunto-comercial-sala-com-elevador-copacabana-zona-sul-rio-de-janeiro-rj-25m2-id-2640271075/
O APARTAMENTO FEITO SOB MEDIDA PARA MERECER VOCÊ !,485200,550,2,2,69,1,"Rua Justiniano da Rocha, Vila Isabel",/imovel/venda-apartamento-2-quartos-com-jardim-vila-isabel-zona-norte-rio-de-janeiro-rj-69m2-id-2532708440/
"Apartamento com 3 dormitórios à venda, 99 m² por R$ 400.000,00 - Grajaú - Rio de Janeiro/RJ",400000,350,3,2,99,0,"Rua Grajaú, Grajaú",/imovel/venda-apartamento-3-quartos-com-cozinha-grajau-zona-norte-rio-de-janeiro-rj-99m2-id-2625800989/
"Apartamento à Venda - Jacarepaguá, 2 Quartos, 56 m2",280000,600,2,1,56,2,"Estrada dos Bandeirantes, Jacarepaguá",/imovel/venda-apartamento-2-quartos-com-piscina-jacarepagua-zona-oeste-rio-de-janeiro-rj-56m2-id-2625462221/
Apartamento em Estrada Capenha - Jacarepaguá - Rio de Janeiro/RJ,319090,455,2,1,60,1,"Estrada Capenha, Jacarepaguá",/imovel/venda-apartamento-2-quartos-com-piscina-jacarepagua-zona-oeste-rio-de-janeiro-rj-60m2-id-2629081369/
Apartamento Praça Seca,230000,700,2,1,50,1,"Rua Luiz Beltrão, Praça Seca",/imovel/venda-apartamento-2-quartos-praca-seca-zona-oeste-rio-de-janeiro-rj-50m2-id-2623887615/
TERRENO C/2 CASAS PRÓXIMO AO CAMPO DE VSITA ALEGRE,570000,,2,1,240,3,"Rua Hugo Baldessarini, Vista Alegre",/imovel/venda-casa-2-quartos-com-piscina-vista-alegre-zona-norte-rio-de-janeiro-rj-240m2-id-2598552276/
Sala comercial para venda tem 32 metros quadrados em Vila Isabel - Rio de Janeiro - RJ,120000,810,0,1,32,1,"Rua Sousa Franco, Vila Isabel",/imovel/venda-conjunto-comercial-sala-vila-isabel-zona-norte-rio-de-janeiro-rj-32m2-id-2579125315/
Casa de 450 metros quadrados no bairro Barra da Tijuca com 5 quartos,4100000,1600,5,6,450,4,"Rua Fernando Moncorvo, Barra da Tijuca",/imovel/venda-casa-de-condominio-5-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-450m2-id-2427417468/
"Apartamento com 4 dormitórios à venda, 202 m² por R$ 1.895.000,00 - Flamengo - Rio de Janeiro/RJ",1895000,1746,4,4,202,1,"Avenida Oswaldo Cruz, Flamengo",/imovel/venda-apartamento-4-quartos-com-cozinha-flamengo-zona-sul-rio-de-janeiro-rj-202m2-id-2545603402/
Lote em Rua Maenca - Pechincha - Rio de Janeiro/RJ,599680,1,0,0,578,0,"Rua Maenca, Pechincha",/imovel/venda-terreno-lote-condominio-pechincha-zona-oeste-rio-de-janeiro-rj-578m2-id-2632425864/
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Lagoa - RIO DE JANEIRO/RJ",3850000,3600,3,3,212,2,"Avenida Borges de Medeiros, Lagoa",/imovel/venda-apartamento-3-quartos-com-ar-condicionado-lagoa-zona-sul-rio-de-janeiro-rj-212m2-id-2637859472/
"Casa com 4 dormitórios à venda, 107 m² por R$ 770.000,00 - Vargem Pequena - Rio de Janeiro/RJ",770000,691,4,2,107,2,"Estrada dos Bandeirantes, Vargem Pequena",/imovel/venda-casa-de-condominio-4-quartos-com-piscina-vargem-pequena-zona-oeste-rio-de-janeiro-rj-107m2-id-2640257486/
RIO DE JANEIRO - Apartamento Padrão - Copacabana,950000,1271,3,2,100,0,"Rua Ministro Viveiros de Castro, Copacabana",/imovel/venda-apartamento-3-quartos-com-interfone-copacabana-zona-sul-rio-de-janeiro-rj-100m2-id-2619110103/
Promoção incrível ! 10% de sinal e 18 prestações fixas + financiamento,750000,10,2,3,85,1,"Estrada dos Bandeirantes, Camorim",/imovel/venda-apartamento-2-quartos-com-piscina-camorim-zona-oeste-rio-de-janeiro-rj-85m2-id-2589365382/
Apartamento em Travessa Madre Jacinta - Gávea - Rio de Janeiro/RJ,1949880,1950,3,3,130,1,"Travessa Madre Jacinta, Gávea",/imovel/venda-apartamento-3-quartos-com-academia-gavea-zona-sul-rio-de-janeiro-rj-130m2-id-2628466682/
"Apartamento com 3 quartos à venda, 107 m² por R$ 1.290.000 - Edifício Laguna Di Mare - Barra/RJ",1290000,1595,3,1,107,2,"Rua Coronel Aviador Antônio Arthur Braga, Barra da Tijuca",/imovel/venda-apartamento-3-quartos-com-piscina-barra-da-tijuca-zona-oeste-rio-de-janeiro-rj-107m2-id-2597535686/
"Galpão à venda, Bonsucesso - RIO DE JANEIRO/RJ",3000000,0,0,0,1100,0,"Avenida Guilherme Maxwell, Bonsucesso",/imovel/venda-galpao-deposito-armazem-com-cozinha-bonsucesso-zona-norte-rio-de-janeiro-rj-1100m2-id-2610782313/
Cobertura-À VENDA-Botafogo-Rio de Janeiro-RJ,3850000,,3,1,159,2,"Avenida Lauro Sodré, Botafogo",/imovel/venda-cobertura-3-quartos-com-churrasqueira-botafogo-zona-sul-rio-de-janeiro-rj-159m2-id-2608352380/
"Apartamento para Venda em Rio de Janeiro, Tijuca, 4 dormitórios, 1 suíte, 4 banheiros, 2 vagas",679000,1600,4,4,98,2,"Rua Garibaldi, Tijuca",/imovel/venda-apartamento-4-quartos-mobiliado-tijuca-zona-norte-rio-de-janeiro-rj-98m2-id-2531098277/
Apartamento em Estrada Intendente Magalhães - Campinho - Rio de Janeiro/RJ,316750,717,2,2,60,1,"Estrada Intendente Magalhães, Campinho",/imovel/venda-apartamento-2-quartos-com-piscina-campinho-zona-norte-rio-de-janeiro-rj-60m2-id-2629075691/
Cobertura duplex para venda Jardim Oceanico possui 314 metros quadrados com 5 quartos,2390000,1650,5,5,314,3,"Rua Coronel Euríco de Sousa Gomes Filho, Jardim Oceanico",/imovel/venda-cobertura-5-quartos-com-piscina-jardim-oceanico-zona-sul-rio-de-janeiro-rj-314m2-id-2566703813/
Porto Carioca,581936,0,2,1,46,0,"Praça Marechal Hermes, Santo Cristo",/lancamento/venda-apartamento-3-quartos-santo-cristo-zona-central-rio-de-janeiro-rj-64m2-id-2622609314/
Rio By Yoo,,0,3,3,150,0,"Avenida Rui Barbosa, Flamengo",/lancamento/venda-apartamento-3-quartos-flamengo-zona-sul-rio-de-janeiro-rj-181m2-id-2622520539/
Lazuli,,0,3,3,85,1,"Rua Antônio Parreiras, Boa Viagem",/lancamento/venda-apartamento-4-quartos-boa-viagem-niteroi-rj-394m2-id-2618359498/
Apartamento 2 quartos Recreio dos Bandeirantes,570000,222,2,2,84,1,"Rua Odilon Martins de Andrade, Recreio Dos Bandeirantes",/imovel/venda-apartamento-2-quartos-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-84m2-id-2628399135/
MARIZ E BARROS – Frente - 02 Quartos - 05 Min Metrô - 01 Vaga - FVC1109,398000,720,2,2,72,1,"Rua Mariz e Barros, Tijuca",/imovel/venda-apartamento-2-quartos-com-entrada-de-serv.-independente-tijuca-zona-norte-rio-de-janeiro-rj-72m2-id-2631168942/
Casa para venda tem 125 metros quadrados com 3 quartos em Vila Isabel - Rio de Janeiro - RJ,755000,0,3,2,125,1,"Rua Ambrosina, Vila Isabel",/imovel/venda-casa-3-quartos-vila-isabel-zona-norte-rio-de-janeiro-rj-125m2-id-2638535267/
"Casa à venda na Tijuca, junto ao metrô, recando bucólico com 4 quartos, salões, garagens...",1090000,0,4,4,221,2,"Rua Benevenuto Berna, Maracanã",/imovel/venda-casa-4-quartos-maracana-zona-norte-rio-de-janeiro-rj-221m2-id-2523994907/
Aquarela Carioca Residencial Tijuca | 3 Quartos C/ Suíte - 75 m²,565000,10,3,2,75,1,"Rua do Bispo, Rio Comprido",/imovel/venda-apartamento-3-quartos-com-piscina-rio-comprido-zona-central-rio-de-janeiro-rj-75m2-id-78990492/
"AP. C/ 3QTS, 1º ANDAR, R. FLAMÍNIA - VILA DA PENHA",480000,550,3,1,119,2,"Rua Flaminia, Vila da Penha",/imovel/venda-apartamento-3-quartos-com-interfone-vila-da-penha-zona-norte-rio-de-janeiro-rj-119m2-id-2598552279/
Apartamento para venda possui 98 metros quadrados com 2 quartos,620000,931,2,2,98,1,"Rua Sérgio Branco Soares, Recreio Dos Bandeirantes",/imovel/venda-apartamento-2-quartos-com-area-de-lazer-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-98m2-id-2629416461/
Apartamento-À VENDA-Copacabana-Rio de Janeiro-RJ,410000,580,1,1,35,0,"Avenida Prado Júnior, Copacabana",/imovel/venda-apartamento-1-quarto-com-cozinha-copacabana-zona-sul-rio-de-janeiro-rj-35m2-id-2539420464/
MIER - ENGENHO DE DENTRO - RUA DIAS DA CRUZ - COBERTURA - SALA - 4 QUARTOS (1SUÍTE) - TERRAÇÃO COM V,550000,906,4,5,189,1,"Rua Dias da Cruz, Méier",/imovel/venda-cobertura-4-quartos-com-churrasqueira-meier-zona-norte-rio-de-janeiro-rj-189m2-id-2634527271/
"Casa à venda, 266 m² por R$ 1.200.000,00 - Bento Ribeiro - Rio de Janeiro/RJ",1200000,0,3,3,266,3,"Estrada da Fontinha, Bento Ribeiro",/imovel/venda-casa-de-condominio-3-quartos-com-piscina-bento-ribeiro-zona-norte-rio-de-janeiro-rj-266m2-id-2640417375/
"Apartamento à venda com 3 quartos, 86m² - Recreio Dos Bandeirantes",749000,650,3,2,86,1,"Rua Luiz Paulistano, Recreio Dos Bandeirantes",/imovel/venda-apartamento-3-quartos-recreio-dos-bandeirantes-zona-oeste-rio-de-janeiro-rj-86m2-id-2609041680/
Apartamento para venda 69 com 2 quartos mais dependência na Tijuca,450000,0,3,2,69,0,"Rua Pereira Nunes, Vila Isabel",/imovel/venda-apartamento-3-quartos-mobiliado-vila-isabel-zona-norte-rio-de-janeiro-rj-69m2-id-2638375693/
RIO DE JANEIRO - Apartamento Padrão - Copacabana,8800000,3773,4,5,371,4,"Avenida Atlântica, Copacabana",/imovel/venda-apartamento-4-quartos-com-playground-copacabana-zona-sul-rio-de-janeiro-rj-371m2-id-2569093090/
"Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Lagoa - RIO DE JANEIRO/RJ",1400000,1850,2,1,90,1,"Avenida Epitácio Pessoa, Lagoa",/imovel/venda-apartamento-2-quartos-com-piscina-lagoa-zona-sul-rio-de-janeiro-rj-90m2-id-2637857908/
VENDO TERRENO DE 200 M² EM CONDOMÍNIO NO RIO DA PRATA DE CAMPO GRANDE 90 MIL,90000,,0,0,200,0,"Rua Cândida Rosa, Campo Grande",/imovel/venda-terreno-lote-condominio-campo-grande-zona-oeste-rio-de-janeiro-rj-200m2-id-2628806567/
2 quartos com suite Tijuca,450000,850,2,3,95,1,"Rua Dezoito de Outubro, Tijuca",/imovel/venda-apartamento-2-quartos-com-ar-condicionado-tijuca-zona-norte-rio-de-janeiro-rj-95m2-id-2628531697/
Engenho Novo - Casa Duplex Frente de Rua - Varanda 3 Quartos Dependência - Quintal - Garagem - Anexo,699000,,3,1,315,8,"Rua Porto Alegre, Engenho Novo",/imovel/venda-casa-3-quartos-engenho-novo-zona-norte-rio-de-janeiro-rj-315m2-id-2559783370/
Vendo Apartamento em Santíssimo.,150000,100,2,1,57,1,"Estrada Sete Riachos, Santíssimo",/imovel/venda-apartamento-2-quartos-mobiliado-santissimo-zona-oeste-rio-de-janeiro-rj-57m2-id-2559324838/
Casa de Vila em Estrada Coronel Vieira - Irajá - Rio de Janeiro/RJ,349880,1,2,2,224,2,"Estrada Coronel Vieira, Irajá",/imovel/venda-casa-de-condominio-2-quartos-iraja-zona-norte-rio-de-janeiro-rj-224m2-id-2626558362/
"Apartamento Garden para Venda em Rio de Janeiro, Parada de Lucas, 2 dormitórios, 1 banheiro, 1 vaga",220000,390,2,1,58,1,"Rua Cordovil, Parada de Lucas",/imovel/venda-apartamento-2-quartos-com-piscina-parada-de-lucas-zona-norte-rio-de-janeiro-rj-58m2-id-2628662669/
